id,coordinates
455,"[[[-40.50375938000002, -9.062154290000024], [-40.50493955899998, -9.061081409999986], [-40.507020950000026, -9.058849810000027], [-40.50848007000002, -9.052755830000024], [-40.50901650999998, -9.052197929999977], [-40.512814520000006, -9.050588609999977], [-40.513544079999974, -9.05041694900001], [-40.519745349999994, -9.052047730000027], [-40.52266358999998, -9.053142069999979], [-40.523822310000014, -9.055995939000013], [-40.524423120999984, -9.056425090000005], [-40.52506684999997, -9.055995940000003], [-40.528585910000004, -9.051811699999973], [-40.52927255999998, -9.05146837000001], [-40.53489446999998, -9.050738809999984], [-40.536417959999994, -9.050266739999984], [-40.54030180000001, -9.049580100000014], [-40.54354190999999, -9.047584529000005], [-40.54532290100002, -9.046103949999974], [-40.54716307899997, -9.044956994000017]]]"
456,"[[[-40.569723872, -9.101148342999977], [-40.569645777999995, -9.100660312000002], [-40.56902875499998, -9.097809225999981], [-40.56874872999998, -9.096322944000008], [-40.56791107700002, -9.09232799199998], [-40.567571429, -9.090481137999973], [-40.56714943899999, -9.08867260300002], [-40.56712308800002, -9.088593550999974], [-40.56703344099998, -9.088478291000001], [-40.566712639, -9.088097330999972], [-40.566369339999994, -9.087689678000004], [-40.564723168, -9.085732065999991], [-40.564488251, -9.085388732000013], [-40.56444424199998, -9.085344721000013], [-40.56394164400001, -9.085068294999985], [-40.563344237000024, -9.084351415000015], [-40.562652988000025, -9.083328368000025], [-40.56223928600002, -9.082317099000022], [-40.56230094, -9.080960846999972], [-40.56311968699998, -9.079698608000001], [-40.563127823, -9.079687970000009], [-40.56322105800001, -9.078709113000002], [-40.563762312999984, -9.078465544999972], [-40.56385232600002, -9.077775445999976], [-40.56375564299998, -9.076866638000013], [-40.56378118700002, -9.075538515000005], [-40.56387776399998, -9.074798052000006], [-40.564101583000024, -9.074062622999975], [-40.56431350499997, -9.073575215000005], [-40.56440133900003, -9.073278770999991], [-40.564416429999994, -9.073097707999978], [-40.56439382999997, -9.072826539999994], [-40.56435075500002, -9.072600395999984], [-40.564270410000006, -9.072370835000015], [-40.56414842700002, -9.072099757999979], [-40.562833239999975, -9.069850605], [-40.562105239999994, -9.069122603999972], [-40.561064768999984, -9.068328896000025]]]"
457,"[[[-40.56169510000001, -9.181308748999982], [-40.56212425000001, -9.177725319999979], [-40.56242465999998, -9.175708289999989], [-40.56253194999999, -9.175236229999996], [-40.563046929999985, -9.173798558999977], [-40.56311131000001, -9.173326490000022], [-40.56306839000001, -9.172875879999992], [-40.56306839000001, -9.172339439999973], [-40.56332587999998, -9.171309469999983], [-40.564012530000014, -9.166674609999973], [-40.56411981999997, -9.16573047999998], [-40.56422709999998, -9.165279870000006], [-40.56463480000002, -9.164357189999976], [-40.56463480000002, -9.163906569999995], [-40.56454897100002, -9.163370129999976], [-40.564548969999976, -9.162876609000023], [-40.56489228999999, -9.160473350000018], [-40.56529999000003, -9.15794133999998], [-40.56540727999999, -9.157555100000025], [-40.56579350999999, -9.157555100000025], [-40.56673764999999, -9.157876970000018], [-40.56766033100001, -9.158091549999995], [-40.569162370000015, -9.158263209999973], [-40.57178019999998, -9.158735279999973], [-40.57635069000003, -9.15942191900001], [-40.581071380000026, -9.160194400000023], [-40.58349608999998, -9.160516259000019], [-40.586564538999994, -9.161052700000027], [-40.58701515000001, -9.161117079999997], [-40.587487219000025, -9.16109561899998], [-40.587873461000015, -9.160709380000014], [-40.58819532000001, -9.160258769999984], [-40.588431360000016, -9.159808159000022], [-40.588560099999995, -9.159314628999994], [-40.58933258000002, -9.153842929000007], [-40.58993340000001, -9.149787429000014], [-40.590019229999996, -9.149250978999987], [-40.591199399999994, -9.141139979999991], [-40.591280203, -9.140513752000004]]]"
458,"[[[-40.56102652300001, -9.068295518000014], [-40.55986853799999, -9.067284918999974], [-40.55847379099998, -9.066145871999993], [-40.55792052700002, -9.065488859000027], [-40.557540147, -9.064831862000005], [-40.55729087200001, -9.06420866000002], [-40.55697405000001, -9.063158133000002], [-40.55697093600003, -9.06315650900001], [-40.556201206000026, -9.06277163599998], [-40.55539548600001, -9.061861952000015], [-40.55471107599999, -9.061291614000027], [-40.55426865200002, -9.060904486000027], [-40.55363375799999, -9.060194889000002], [-40.553224279000005, -9.059239445999992], [-40.55314299600002, -9.058589266000013], [-40.55308305800003, -9.058359484999983], [-40.552632173999996, -9.057367531000011], [-40.55250887, -9.05675101899999], [-40.552216246, -9.055914957000027], [-40.55204158999999, -9.05514649700001], [-40.55204158999999, -9.052962207999997], [-40.55210464200002, -9.051049536999983], [-40.55207943300002, -9.050482262000003], [-40.551871834999986, -9.05017086800001], [-40.55205875600001, -9.050406050999982], [-40.55189615400002, -9.05023328599998], [-40.55180427099998, -9.050180092000005], [-40.54992225299998, -9.04935670499998], [-40.54921419200002, -9.048731937000014], [-40.54873407399998, -9.048104091000027], [-40.548362990999976, -9.047392849999994], [-40.548219029999984, -9.047032942999977], [-40.54801172100002, -9.046704718], [-40.547780988, -9.046266306999996], [-40.54751712799998, -9.045810566], [-40.54724894499998, -9.045214597999973], [-40.54716307899997, -9.044956994000017]]]"
463,"[[[-35.70645428199998, -7.956663563000006], [-35.70654165399998, -7.956166025000016], [-35.70660318900002, -7.954494006999994], [-35.70637068000002, -7.953591945000028], [-35.70600323000002, -7.952844371000026], [-35.70596158400002, -7.95202238600001], [-35.70582895199999, -7.951146779999988], [-35.705396346999976, -7.950137591999976], [-35.70505704200002, -7.9495344050000085], [-35.70467384400001, -7.949148362000017], [-35.704545005, -7.948851020000006], [-35.70449868399999, -7.948697713000001], [-35.704158138000025, -7.947904782000023], [-35.704051815000014, -7.946893464000027], [-35.703773058000024, -7.945847126999979], [-35.703470675999995, -7.943960613000002], [-35.70344941500002, -7.9434818540000265], [-35.70362269200001, -7.942260893000025], [-35.70392367900001, -7.941165603000002], [-35.70438980799997, -7.9403764570000135], [-35.70456728300002, -7.939797011999985], [-35.70475565300001, -7.939497605999975], [-35.70569956999998, -7.938316810999993], [-35.70602133900002, -7.937627997999982], [-35.70621918400002, -7.9373917799999845], [-35.70715752199999, -7.936744132000001], [-35.70743711, -7.9365344899999855], [-35.70767232999998, -7.936469708000004], [-35.708487866999974, -7.936446326000009], [-35.708659824999984, -7.936409062999985], [-35.70900237799998, -7.936126724000019], [-35.70938858599999, -7.935591097999975], [-35.70952239600001, -7.935264938999978], [-35.709756665999976, -7.93505558999999], [-35.71055223799999, -7.934752227999979], [-35.71076962699999, -7.934732740000015], [-35.71102267399999, -7.934622661999981], [-35.711942454999985, -7.933911878999993], [-35.71220249100003, -7.933485503999975], [-35.71288509599998, -7.932541336999975], [-35.713107159, -7.931853174000025], [-35.713214252, -7.9315994749999845], [-35.71366543099998, -7.931298353999978], [-35.71391723099998, -7.930998532999979], [-35.714065249999976, -7.930075923999993], [-35.71419881899999, -7.929713622999998], [-35.71447821999999, -7.929476872000009], [-35.714902919, -7.929284353000014], [-35.71518255699999, -7.929083742999978], [-35.715488196000024, -7.928702250000015], [-35.71565546400001, -7.927951193000013], [-35.715766814999995, -7.926965574000008], [-35.716172082000014, -7.926574394999989], [-35.71773729400002, -7.926166610999985], [-35.71848646000001, -7.925700899999981], [-35.719109817, -7.925398653999991], [-35.71962543000001, -7.925250715999994], [-35.719924315000014, -7.925221657000009], [-35.72037690600001, -7.9251373789999775], [-35.720936999, -7.924862650000023], [-35.721214670999984, -7.924363873999994], [-35.721257191999996, -7.9239389190000225], [-35.72148955, -7.9234404389999895], [-35.72159746800003, -7.923313235000023], [-35.721919678000006, -7.922696703999975], [-35.72256878799999, -7.922177428999987], [-35.72301911699998, -7.921749809999994], [-35.723296962000006, -7.9212781389999805], [-35.723485728000014, -7.921041978000005], [-35.72402649999998, -7.920586660000026], [-35.72488481200003, -7.9201834799999915], [-35.72544542899999, -7.919990064999979], [-35.72575963999998, -7.919536228000027], [-35.725937379000015, -7.919001961999982], [-35.726454848, -7.917760695000027], [-35.72664402700002, -7.917587781000009], [-35.726879112000006, -7.917504921999978], [-35.72700538800001, -7.917413739999972], [-35.72713906299998, -7.917069511000022], [-35.727391023999985, -7.916796793999993], [-35.72812197500002, -7.916322158000014], [-35.729005137, -7.9155664219999835], [-35.72981770400003, -7.9151002859999835], [-35.73015992500001, -7.914772762999974], [-35.73117073999998, -7.912760239000022], [-35.731834434999996, -7.911707762999981], [-35.73217641399998, -7.911344100000008], [-35.73284505800001, -7.909668134000015], [-35.73280488299997, -7.9090720479999845], [-35.732692567000015, -7.9085306470000205], [-35.73265167599999, -7.9078261380000185], [-35.732756333, -7.905828585999984], [-35.73278137699998, -7.9055031400000075], [-35.732886312000005, -7.904924175000019], [-35.73284822099998, -7.9046443199999885], [-35.732954585000016, -7.9042822000000115], [-35.733857150000006, -7.90372511999999], [-35.73400112899998, -7.9035705730000245], [-35.73410820700002, -7.903316874999973], [-35.734213974, -7.902864403000024], [-35.73462522900002, -7.902012365000019], [-35.734776721, -7.901622843999974], [-35.73529086799999, -7.901258052999992], [-35.73591274400002, -7.900738952999973], [-35.73672539299997, -7.900290885999993], [-35.73728585700002, -7.9000793949999775], [-35.73979521000001, -7.898572080000008], [-35.74172798799998, -7.897583564999991], [-35.74185419700001, -7.897483346000001], [-35.742397066000024, -7.897353285999998], [-35.742993590000026, -7.897114448000025], [-35.74394017700001, -7.896367320000024], [-35.744307290999984, -7.895696282000017], [-35.74496884400003, -7.894327576000023], [-35.746857089, -7.8907190439999795], [-35.747286969000015, -7.889948202000028], [-35.747781712000005, -7.889393788000007], [-35.74810327, -7.888686907000022], [-35.74822756399999, -7.888297565000016], [-35.74850650000002, -7.88799756100002], [-35.749327153000024, -7.8873958269999775], [-35.749435473000005, -7.887331867], [-35.750031976, -7.887093024000023], [-35.75024819700002, -7.886901856999998], [-35.75067860600001, -7.886212332000014], [-35.75318836600002, -7.882048553000004], [-35.75406746800002, -7.880696489000002], [-35.75432845300003, -7.880423709000013], [-35.75728816200001, -7.87853389899999], [-35.75791045400001, -7.878087065999978], [-35.75870185399998, -7.877178313000002], [-35.759668046, -7.876665966000019], [-35.760506663, -7.876046034000012], [-35.76239025299998, -7.874497603999998], [-35.76252431199998, -7.874216622000006], [-35.76262981100001, -7.873728015999973], [-35.76322637499999, -7.870769511999981], [-35.763162609000005, -7.869351375000008], [-35.763012903, -7.8686385660000155], [-35.763289422000014, -7.8679771600000095], [-35.763548894999985, -7.867478505000008], [-35.76361940700002, -7.867179872999998], [-35.76346635200002, -7.865961104000007], [-35.76363362400002, -7.863854756000023], [-35.76328915900001, -7.862465574999987], [-35.76325034299998, -7.862077307999982], [-35.76340476399997, -7.860766161000015], [-35.76348936099998, -7.8584886849999975], [-35.76353083700002, -7.857910146999984], [-35.76350990499998, -7.8574856210000235], [-35.763441220000004, -7.856690958999991], [-35.762946062000026, -7.854435367000008], [-35.76269299799998, -7.853666345000022]]]"
472,"[[[-35.519356001000006, -7.953694654000003], [-35.519103728999994, -7.953785815000003], [-35.51773186600002, -7.954770144999998], [-35.51756145799999, -7.955069401999992], [-35.51713159500002, -7.955930534000004], [-35.516467593000016, -7.957046123999987], [-35.51589070599999, -7.957582811999998], [-35.51513301799997, -7.958201929999973], [-35.51370299400003, -7.958572081], [-35.51301589299999, -7.958874469000023], [-35.51277400800001, -7.959345863999999], [-35.512838343, -7.959490069000026], [-35.51314023499998, -7.959940094999979], [-35.513115685, -7.960374026000011], [-35.512755793, -7.960819026000024], [-35.51266663199999, -7.961063567999986], [-35.51273322700001, -7.9615782810000155], [-35.51281558199997, -7.9617043009999975], [-35.51339837500001, -7.96213455100002], [-35.51358939900001, -7.962241839000001], [-35.51350924799999, -7.962477289999981], [-35.51230643500003, -7.962945472000001], [-35.51137743700002, -7.96371925699998], [-35.511036993999994, -7.964381030000027], [-35.51082086700001, -7.964617304000001], [-35.51027011100001, -7.964982125000006], [-35.51002678999998, -7.965218563000008], [-35.50985510800001, -7.965309975000025], [-35.508289021999985, -7.965671903999976], [-35.506362588, -7.966406531000018], [-35.50498515200002, -7.966487156000028], [-35.50457618500002, -7.966317921999973], [-35.50444845099997, -7.966183135999984], [-35.50419254299999, -7.9658412699999985], [-35.50385247000003, -7.965075164999973], [-35.50331110299999, -7.964003009999999], [-35.502927191000026, -7.963481171000012], [-35.502708755000015, -7.963337894000006], [-35.50256344100001, -7.963293584999974], [-35.50198284800001, -7.963224792999995], [-35.50133819400003, -7.9630569760000185], [-35.50112942700002, -7.963013048999983], [-35.500567621000016, -7.963052586999993], [-35.50014129499999, -7.9630099710000195], [-35.49970513699998, -7.962840894999999], [-35.499496368999985, -7.962796968000021], [-35.49869876299999, -7.962819850000017], [-35.497754913999984, -7.962644791999992], [-35.49717371600002, -7.96247658599998], [-35.49638293100003, -7.962128894999978], [-35.49526701299999, -7.961981978999972], [-35.49504956300001, -7.962001363000013], [-35.494541269000024, -7.961895973000026], [-35.492953426999975, -7.961661516999982], [-35.492154234, -7.961422314999993], [-35.491574077999985, -7.9614258010000185], [-35.490911025, -7.961212890000013], [-35.490246661000015, -7.960783090999996], [-35.49002855600003, -7.960694027999978], [-35.48891263899998, -7.960547093000002], [-35.488613440999984, -7.960539851000021], [-35.488359238999976, -7.960478115000001], [-35.48793204100002, -7.960290895000014], [-35.48739600800002, -7.960095290000027], [-35.48722361099999, -7.960069211000018], [-35.486299202, -7.960110903999976], [-35.48608202499997, -7.960175466999999], [-35.48537740900002, -7.960586368000008], [-35.484583558, -7.961232773000006], [-35.48406903099999, -7.961597348999987], [-35.483761856, -7.961770897000008], [-35.482503178, -7.962004368000009], [-35.481705671999975, -7.962045290999981], [-35.48078190799998, -7.962195415999986], [-35.47973199299997, -7.962472816000002], [-35.478763716, -7.962758764], [-35.47812264999999, -7.963187350999988], [-35.47754552700002, -7.963696891999973], [-35.47724751999999, -7.963888457999985], [-35.477030608999996, -7.9639982020000275], [-35.476859676000004, -7.964216119000014], [-35.47661915399999, -7.964922469999976], [-35.47649403600002, -7.96522145199998], [-35.47627777700001, -7.96543964], [-35.47585285399998, -7.965631961999975], [-35.475545126999975, -7.965715137000018], [-35.47513719400001, -7.965717573000006], [-35.47460191599998, -7.965648471000009], [-35.473594649999995, -7.965482774000009], [-35.47265312000002, -7.965696250999997], [-35.47245406500002, -7.965760701000022], [-35.47027027399997, -7.965927356999998], [-35.469517971000016, -7.96594991500001], [-35.469020683999986, -7.966169776000015], [-35.46851259900001, -7.966100503000007], [-35.46794811699999, -7.965697180999996], [-35.467612272, -7.9656268809999915], [-35.467159498, -7.965710913000009], [-35.466361758999994, -7.96571566099999], [-35.46580899600002, -7.965755098999978], [-35.46486060699999, -7.9663391380000235], [-35.46436418100001, -7.966703586999984], [-35.46420127599998, -7.96674974199999], [-35.46387487200002, -7.966742646], [-35.46279837499998, -7.967128618000004], [-35.462290611000014, -7.9671135589999835], [-35.46140410300001, -7.967435137999985], [-35.46046444299998, -7.967964890000019], [-35.45992414199998, -7.968573610000021], [-35.45917576699998, -7.969255863000001], [-35.458743328000025, -7.96971030200001], [-35.45868062599999, -7.969837198999983], [-35.458491278999986, -7.970010034999973], [-35.457867925000016, -7.9703752340000165], [-35.457504771, -7.970287013000018], [-35.45727031199999, -7.970496266999987], [-35.45739101999999, -7.970974536000028], [-35.457691689, -7.971225801999992], [-35.458599848999995, -7.97149153700002], [-35.45891740899998, -7.9715348390000145], [-35.459171997, -7.971659853000006], [-35.46016541900002, -7.972539623999978], [-35.46183864599999, -7.973397277000004], [-35.462031181999976, -7.973757630000023], [-35.46237244399998, -7.974731643999974], [-35.46237450000001, -7.97507505599998], [-35.462304897000024, -7.975563491999992], [-35.46189965399998, -7.9760177750000025], [-35.46116751300002, -7.976383627000018], [-35.46074219100001, -7.976512680999974], [-35.46041783300001, -7.976848994000022], [-35.460075776, -7.977257712999972], [-35.459308394000004, -7.977795484000012], [-35.458620817999986, -7.978034542999978], [-35.45821297600003, -7.978055041000005], [-35.45780653700001, -7.9783105050000245], [-35.457564090000005, -7.978700555999978], [-35.45728483900001, -7.97900045199998], [-35.45561639699997, -7.981983690999982]]]"
473,"[[[-35.45561639699997, -7.981983690999982], [-35.455808450000006, -7.9822627130000114], [-35.45638725700002, -7.983542598999975], [-35.45668928800001, -7.984019792000026], [-35.45707199200001, -7.984342867000009], [-35.45721871799998, -7.98462215699999], [-35.45747769299999, -7.985479178999981], [-35.457670613999994, -7.985902794000026], [-35.458230329, -7.987020113000028], [-35.459540531000016, -7.989316873000007], [-35.459880511999984, -7.990073995999978], [-35.459909874999994, -7.990435320000017], [-35.46007679600001, -7.991057910999984], [-35.460224014999994, -7.991418533000001], [-35.46097429399998, -7.992561820999981], [-35.461450594999974, -7.993372353999973], [-35.461898942000005, -7.994056527999987], [-35.462282690999984, -7.9945512990000225], [-35.46248333400001, -7.994748927999979], [-35.462502766, -7.994965709999974], [-35.46200642000002, -7.995348241999977], [-35.46188041800002, -7.995502629999976], [-35.461790898000004, -7.995692948999988], [-35.46187520199999, -7.9961443189999954], [-35.46233419399999, -7.997090515000025], [-35.46246171400003, -7.997189165999998], [-35.463142635999986, -7.997347778000005], [-35.464067742, -7.997405518999983], [-35.464604587, -7.997727662999978], [-35.46497086300002, -7.998330983000017], [-35.46500891900001, -7.998628992000022], [-35.46505072299999, -7.999550558999999], [-35.465115216000015, -7.999721883999996], [-35.46587497399997, -8.000928360999978], [-35.46589500900001, -8.001244551000013], [-35.465673412, -8.002086355000017], [-35.46550822299997, -8.003262205999988], [-35.46550203700002, -8.003741225999988], [-35.46578487900001, -8.004037771000014], [-35.46653828799998, -8.004186903000004], [-35.467202069999985, -8.004508279999982], [-35.468957864000004, -8.005500927000014], [-35.47022426000001, -8.006523605999973], [-35.47041530199999, -8.006630911000002], [-35.470588755999984, -8.006828693999978], [-35.470955815000025, -8.007558523], [-35.47114713000002, -8.007711011000026], [-35.47229000499999, -8.007794535000016], [-35.47396341699999, -8.007151883000006], [-35.474859321999986, -8.00687538699998], [-35.47501508300002, -8.007145573000003], [-35.47501551900001, -8.007217868999987], [-35.474972863999994, -8.007660955000006], [-35.47495074300002, -8.008501561999992], [-35.474906722000014, -8.008718723000015], [-35.474736377, -8.009036052999988], [-35.47488389199998, -8.009441847999994], [-35.47507313300002, -8.010751127999981], [-35.47522884199998, -8.01101227700002], [-35.475547741000014, -8.011272443999985], [-35.47610427400002, -8.011847492000015], [-35.476317223000024, -8.012578237000014], [-35.476855134999994, -8.013072059000024], [-35.478892402999975, -8.012626016000013], [-35.47928104499999, -8.012424856999985], [-35.47967039700001, -8.012341180000021], [-35.47994265599999, -8.012384727999972], [-35.480269857999986, -8.01251831799999], [-35.480652169999985, -8.012769062000018], [-35.48159691400002, -8.013070642999992], [-35.48260419000002, -8.013218209999991], [-35.48277633800001, -8.013199096999983], [-35.48325541899999, -8.012961242000017]]]"
476,"[[[-35.343348452999976, -7.660411484999997], [-35.343344222999974, -7.6616228290000095], [-35.34339005099997, -7.663376013000004], [-35.34336840999998, -7.664388423999981], [-35.34328424300003, -7.665563863999978], [-35.343091163999986, -7.666703744000017], [-35.343129874, -7.667155449999996], [-35.343304233000026, -7.667561223999996], [-35.343524038, -7.667993867000007], [-35.344289995999986, -7.668893524999987], [-35.345235417000026, -7.6694758610000235], [-35.34624738000002, -7.670627244000002], [-35.34675744600003, -7.671121567], [-35.34680299199999, -7.671166509999978], [-35.346906563999994, -7.67187997000002], [-35.34687101999998, -7.672006700999987], [-35.346377889999985, -7.67294937600002], [-35.34613526200002, -7.673312232000001], [-35.346028923000006, -7.673746650999988], [-35.34607373900002, -7.675310032000027], [-35.34622196599997, -7.675905751000016], [-35.346292474999984, -7.677197842999988], [-35.34622401399997, -7.677930318999984], [-35.346072428000014, -7.678374023999993], [-35.345344480999984, -7.679453556999988], [-35.34499675000001, -7.680476784000007], [-35.344677784, -7.681789079999987], [-35.344424566999976, -7.683525818000021], [-35.344295957999975, -7.6848551520000115], [-35.344442704000016, -7.685179729000026], [-35.344698515999994, -7.6855669789999865], [-35.34515367199998, -7.687607148999973], [-35.345837792, -7.688443972000016], [-35.34705834599998, -7.689621312999975], [-35.34753384300001, -7.690414079999982], [-35.34817491000001, -7.691657855000017], [-35.34888587400002, -7.692431253999985], [-35.349250170000005, -7.692772713000011], [-35.349353264, -7.6933957890000215], [-35.34929103799999, -7.693613047999975], [-35.348798601, -7.694682263000004], [-35.348564829, -7.69500892100001], [-35.348522016000004, -7.695461070000022], [-35.34897203600002, -7.69820623999999], [-35.34905970199998, -7.699317467000014], [-35.34918391000002, -7.700482723999983], [-35.34925345800002, -7.701594049999983], [-35.34959641199998, -7.702993100000015], [-35.34952952200001, -7.705650719999994], [-35.34933233700002, -7.706040447000021], [-35.34905330800001, -7.706376394000017], [-35.348601832999975, -7.706659058000014], [-35.347661741000024, -7.707061898999996], [-35.34770694299999, -7.707043575], [-35.346334039, -7.7061834259999955], [-35.344764795, -7.705866645000015], [-35.34122700400002, -7.705117749999999], [-35.34014757099999, -7.7048976919999745], [-35.33909700800001, -7.704984778999972], [-35.33772898000001, -7.705010325999979], [-35.33727734600001, -7.70526586699998], [-35.33650409400002, -7.7063546890000225], [-35.335326932999976, -7.708141667000007], [-35.33470393499999, -7.708542754999996], [-35.334423555, -7.708634668000002], [-35.33391012499999, -7.709188809000011], [-35.33371762899998, -7.710437152999987], [-35.33333035099997, -7.710864069000024], [-35.333095370000024, -7.710973810999974], [-35.33253569200002, -7.711356474000013], [-35.33186614599998, -7.711531852999997], [-35.331522982000024, -7.7117416059999755], [-35.331398261000004, -7.7121309369999835], [-35.331376476, -7.713116237999998], [-35.33146119100002, -7.7136942330000124], [-35.33126398500002, -7.714083958000003], [-35.33040836700002, -7.715028613000015], [-35.32991185899999, -7.715365738999992], [-35.32927042699998, -7.71571269399999], [-35.32881902399998, -7.716013418999978], [-35.327897251000024, -7.716461320000008], [-35.327318994999985, -7.716762734999975], [-35.32702102799999, -7.716954163000025], [-35.326931359000014, -7.717126382000004], [-35.32684440999998, -7.7177956969999855], [-35.32684712899999, -7.718292793999979], [-35.327045122000015, -7.719701708000002], [-35.327064925, -7.7200089059999755], [-35.32699698900001, -7.720840808999981], [-35.32706244299999, -7.721211026999981], [-35.32706595500002, -7.721852735000027], [-35.327041098999985, -7.722277674999987], [-35.32697989899998, -7.722684737000009], [-35.326890823999975, -7.722965412999997], [-35.326460698000005, -7.723844481000015], [-35.32622664799999, -7.724125946000015], [-35.32571250000001, -7.724553550999985], [-35.32474836799997, -7.725543988000027]]]"
483,"[[[-35.29075351300003, -8.111565632999998], [-35.29101494499997, -8.111283968999999], [-35.292086342000005, -8.109886014999972], [-35.29261965500001, -8.109566668000014], [-35.29286284199998, -8.109267029000023], [-35.29358692300002, -8.10740102699998], [-35.293564532000005, -8.106650961000014], [-35.29311208600001, -8.105234466000013], [-35.29281745999998, -8.104458814999987], [-35.29285733099999, -8.103491474000009], [-35.29354820100002, -8.102167969999982], [-35.29436081, -8.101521665999996], [-35.294701911999994, -8.100896093000017], [-35.29517593000003, -8.099718424999992], [-35.29532708800002, -8.099184304999994], [-35.295351478999976, -8.098687052999992], [-35.29547722000001, -8.098469421000004], [-35.295630475999985, -8.098305867000022], [-35.295974238999975, -8.098150277999991], [-35.29682521500001, -8.097874332999993], [-35.29884837399999, -8.096389670999997], [-35.29991515900002, -8.09578712199999], [-35.30072948899999, -8.095448109000017], [-35.301724225999976, -8.094936347999976], [-35.30522222500002, -8.092846806000011], [-35.30571226500001, -8.092898268999988], [-35.306396716999984, -8.093644589999997], [-35.306524302000014, -8.093752329999973], [-35.306806576999975, -8.093949577999979], [-35.307231951999995, -8.09379352100001], [-35.307211139, -8.093323641999973], [-35.30698194199999, -8.092891095000027], [-35.30678062099997, -8.092575888999988], [-35.30648573100001, -8.091755061000015], [-35.30657410800001, -8.091347833999976], [-35.307196377000025, -8.09072970699998], [-35.30738610700001, -8.090602095999998], [-35.307684768, -8.090491948000022], [-35.30809303000001, -8.090516756], [-35.308391691, -8.090406605999988], [-35.30895057499998, -8.089806913000018], [-35.30940330599998, -8.089677815000016], [-35.30959313699998, -8.089568282000016], [-35.30972757699999, -8.08928733099998], [-35.309916326999996, -8.088987997000004], [-35.310818849999976, -8.088214628000003], [-35.31086275299998, -8.087961305000022], [-35.310688486000004, -8.087618833000022], [-35.310369578999996, -8.087358525000013], [-35.31022180000002, -8.08688936499999], [-35.310347632, -8.086689808000017], [-35.310600841999985, -8.086561840000002], [-35.31150742800003, -8.086502481000025], [-35.311760635999974, -8.086374509999985], [-35.31193207000001, -8.086219888000016], [-35.31231889200001, -8.085666358000026], [-35.312517533000005, -8.085511581999981], [-35.31287920699998, -8.085319728999991], [-35.313347131, -8.084675355999991], [-35.31339201200001, -8.084593756000004], [-35.31337361599998, -8.084548668000025], [-35.312193014, -8.08426612400001], [-35.31184767600001, -8.084141541000008], [-35.31140206499998, -8.083927140000014], [-35.31101282399999, -8.084055879000005], [-35.31073107100002, -8.083949012999994], [-35.31039207499998, -8.08334535900002], [-35.31006364000001, -8.083003756999972], [-35.30940574499999, -8.082139790999975], [-35.30934205800003, -8.08210399699999], [-35.30906005000003, -8.081951937999975], [-35.30856945900001, -8.081801056000018], [-35.30830656400002, -8.081820618999984], [-35.30731939399999, -8.08206119099998], [-35.307129051000004, -8.082080341999983], [-35.306828032, -8.081774736], [-35.307060690000014, -8.081222079999975], [-35.306930643999976, -8.08068050999998], [-35.30689390600003, -8.080599371999995], [-35.30673886400001, -8.080446594000023], [-35.30545425600002, -8.079414423999992], [-35.303503378000016, -8.077635814000018], [-35.30334741399997, -8.077320347000011], [-35.30332574099998, -8.076696818000016], [-35.30365457099998, -8.075510932999975], [-35.30374038999997, -8.074651800000026], [-35.30363381900003, -8.073450289999982], [-35.30322675399998, -8.072033547999979], [-35.30298528499998, -8.071031643000026], [-35.302791055, -8.070363891999989], [-35.302560449, -8.069678269000008], [-35.30216732500003, -8.069120097999985], [-35.30187503100001, -8.06875116499998], [-35.301848803999974, -8.067911085999981]]]"
