id,cod_ute_exp,Nome_ute_exp,Situacao_ute_exp,Potencia_ute_exp,Comb_ute_exp,UF_ute_exp,Subsistema_ute_exp,Ano_ute_exp,lng_ute_exp,lat_ute_exp
17,17,UTE NovoTempo,Expansão contratada,591,gás natural,PE,Sudeste,2021,-35.029357999999945,-8.390488999999945
