objectid,Código Gasoduto,Ramal,Código Material,Código Diâmetro,Finalidade,shape,st_length(shape)
336,90615,R. PROF. LUIZ MÁRIO CASTRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00026761967746374534
337,90618,R. JOSÉ MOREIRA LEAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003249313146480808
338,90613,R. PROF. LUIZ MÁRIO CASTRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00035051935256217876
339,90617,AV. VISCONDE DE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0001656548953380529
340,90616,R. PROF. LUIZ MÁRIO CASTRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000037462292642068775
341,90610,R. PROF. LUIZ MÁRIO CASTRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00019494044064965397
342,90353,RAMAL NORTE,AÇO,6,INDUSTRIAL,,0.05375924113816242
359,90650,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0012805236710360577
343,90352,RAMAL NORTE,AÇO,4,INDUSTRIAL,,0.00428184175300683
344,90351,RAMAL NORTE,AÇO,8,INDUSTRIAL,,0.04058001433327425
345,90350,RAMAL NORTE,AÇO,8,INDUSTRIAL,,0.026902805849752267
346,91116,EDIF. OXFORD E MANCHESTER,PEAD,32,RESIDENCIAL,,0.00004240291906225325
347,91115,AV. COPACABANA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00017734944733209632
348,90985,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00043248531700558013
349,90984,R. HÉLIO FALCÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00022062800568098197
350,90983,R. HÉLIO FALCÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005737700313593293
351,90982,R. HÉLIO FALCÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00013008063316650946
352,90981,R. HÉLIO FALCÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000133438922946043
353,90980,R. HÉLIO FALCÃO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0006216783548317524
354,90979,R. DR. JOÃO GUILHERME DE PONTES SOBRINHO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007589752136689723
355,90655,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000057975045019387435
356,91777,EDIF. CASTELO BRUNO RENDA,PEAD,32,RESIDENCIAL,,0.00003526142426221607
357,90652,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001645310612771947
360,90649,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00037575872479793105
361,90233,POSTO GMV,AÇO,4,INDUSTRIAL,,0.0005567328549381241
362,90231,PINTO FORMOSO,AÇO,2,INDUSTRIAL,,0.00002624620782132154
363,90230,HOTEL TURQUESA,AÇO,2,INDUSTRIAL,,0.0004061223685099099
364,90229,RUA RIBEIRO PESSOA,AÇO,2,INDUSTRIAL,,0.006804295481268632
365,90628,R. DONA UZINHA NUNES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00010759202740833038
366,90606,R. PROF. LUIZ MÁRIO CASTRO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010337545800455283
367,90605,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00007701536636282398
368,90627,R. DONA UZINHA NUNES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00041584083288050366
369,90602,R. LEON HEIMER,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006727587921910752
370,90601,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001390274979532279
371,90600,R. LUIZ PIMENTEL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00005755502205715849
372,90603,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004204630313995776
373,90598,R. LUIZ PIMENTEL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003808572636598483
374,90533,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00003201427259832714
375,90531,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002554751050141677
376,90529,BOLSÃO BOA VIAGEM,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00005254654175109909
377,90711,R. BALTAZAR PASSOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0012741621894745167
378,90527,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007565009447614722
379,91424,AV. ENG. ABDIAS DE CARVALHO,AÇO,6,INDUSTRIAL,,0.00031028865359072715
380,90313,GL ALIMENTOS,AÇO,3,INDUSTRIAL,,0.0018316242071150272
381,90523,R. BALTAZAR PASSOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000017403471636429322
382,90309,RDP 422.5 - EXPANSÃO PAIVA (ETAPA 1) (PROJETO),PEAD,110,RESIDENCIAL/COMERCIAL,,0.01820802883931825
383,91781,EDIF. MADISON AVENIDA,PEAD,32,RESIDENCIAL,,0.0000376424863418983
384,91780,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0002687550648199743
385,90212,AV. PROF. LUIZ FREIRE,AÇO,3,INDUSTRIAL,,0.000549489924337119
386,90211,AV. PROF. LUIZ FREIRE,AÇO,3,INDUSTRIAL,,0.0008607451645410468
387,90210,POSTO H.J. COMÉRCIO - EX. POSTO MAURÍCIO DE NASSAU,AÇO,3,INDUSTRIAL,,0.012491479793497774
388,90496,EDIF. TAQUARI,PEAD,32,RESIDENCIAL,,0.00003767715620903467
389,90451,CONDOMÍNIO INDUSTRIAL JABOATÃO,AÇO,4,INDUSTRIAL,,0.0005196971046658928
390,90450,CONDOMÍNIO INDUSTRIAL JABOATÃO,AÇO,4,INDUSTRIAL,,0.00036752013627398583
391,90449,CONDOMÍNIO INDUSTRIAL JABOATÃO,AÇO,4,INDUSTRIAL,,0.002228941656447345
392,90448,CONDOMÍNIO INDUSTRIAL JABOATÃO,AÇO,4,INDUSTRIAL,,0.0014919682386325148
393,90324,EDIF. FIRST CRYSTAL HOME,PEAD,63,RESIDENCIAL,,0.000011341054624681076
394,90321,EDIF. MIRAMAR,PEAD,32,RESIDENCIAL,,0.0000190301711113626
395,90228,P. SHELL VOLTA AO MUNDO,AÇO,4,INDUSTRIAL,,0.00016134389498981174
396,90227,P. SHELL VOLTA AO MUNDO,AÇO,4,INDUSTRIAL,,0.0001588350927008674
397,90226,RUA SÃO FRANCISCO DE PAULA,AÇO,6,INDUSTRIAL,,0.0008065885663955333
398,90565,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00009305351175220561
399,90597,R. SÁ E SOUZA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004156678461111064
400,90563,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000022955910720335188
401,90596,R. CÔNEGO ROMEU,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00019762154130753695
402,90560,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007399191134153602
403,90594,R. CÔNEGO ROMEU,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003697250726517363
404,90592,R. DR. LUIZ INÁCIO P. MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00013038747095100818
405,90591,R. SÁ E SOUZA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00009023291262615875
406,90556,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00015814346624501132
408,92393,ADIMAX,AÇO,2,INDUSTRIAL,,0
409,90593,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00020327821435381043
410,90303,RDA 395.2 - ESTRUTURADOR ESPINHEIRO COM ERP (PROJETO),AÇO,4,INDUSTRIAL,,0.001224832421173799
411,92390,WEBER SAINT GOBAIN (ANTIGA QUARTZOLIT),AÇO,2,INDUSTRIAL,,0.0002479763598241363
412,90978,R. AGENOR LOPES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00015985004547604308
413,90977,R. AMERICANO FREIRE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004195635752692431
414,90976,R. AMERICANO FREIRE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00043197868542341883
415,90975,EDIF. MARBELLA,PEAD,63,RESIDENCIAL,,0.00003496535743007905
416,90974,R. JONATAS DE VASCONCELOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000045717992355308
417,90972,R. JONATAS DE VASCONCELOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007532169836210443
418,90971,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003867360308293901
419,90970,R. ANIZIO RIBEIRO COELHO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003268504731608848
420,90969,R. ANIZIO RIBEIRO COELHO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00033219908402139356
421,90959,R. ANIZIO RIBEIRO COELHO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000017249248991539118
422,90590,R. IZABEL MAGALHÃES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001784303807403023
423,90551,R. PROF. AUGUSTO LINS E SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00027020004992296345
424,90588,AV. VISCONDE DE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004034154680647648
425,92433,GIRADOURO DA PRESIDENTE KENNEDY,AÇO,4,INDUSTRIAL,,1.1661903789690601e-8
426,92431,AV. PRES. KENNEDY,AÇO,4,INDUSTRIAL,,0.03876057871491732
427,90586,AV. VISCONDE DE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003772196773400767
428,90506,EDIF. PORTO CÓLON,PEAD,32,RESIDENCIAL,,0.000039105822188006736
429,90589,R. SÁ E SOUZA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006705264970226385
430,90504,EDIF. PORTO CÓLON,PEAD,32,RESIDENCIAL,,0.000017483317616928728
431,92422,PE-15,AÇO,8,INDUSTRIAL,,2.668332812825267e-8
432,90218,EDIF. INFANTE DOM HENRIQUE,PEAD,32,RESIDENCIAL,,0.000028103218694662005
433,90217,EDIF. ARLINDO PONTUAL,PEAD,32,RESIDENCIAL,,0.00004406960097391398
434,90213,EDIF. ARLINDO PONTUAL,PEAD,32,RESIDENCIAL,,0.000036326308510499656
435,92429,PE-15,AÇO,8,INDUSTRIAL,,3.3955853692699295e-8
436,92427,PE-15,AÇO,8,INDUSTRIAL,,2.4515301344262524e-8
437,91114,R. DR. JOSÉ NUNES DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009544530190768952
438,91112,R. AMBRÓSIO DE MEDEIROS DELGADO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005448853691120205
439,91111,AV. COPACABANA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0008165210580825804
440,91110,R. JOSÉ NUNES DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004580691533651778
441,91108,AV. COPACABANA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005811550777254089
442,91107,R. DR. JOSÉ NUNES DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007482579719188891
443,91106,AV. BERNARDO VIEIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005308888105025138
444,91105,AV. BERNARDO VIEIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00011270486052537644
445,91104,AV. BERNARDO VIEIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002001945932481234
446,91103,R. ROSSINE ROOSEVELT,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0007195275630412663
447,91102,AV. BERNARDO VIEIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000014411344559061795
448,91101,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0010762597817819504
449,91100,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0006197662199829868
450,91099,AV. COPACABANA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003096675095341828
451,90819,R. PADRE BERNADINO PESSOA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001172266280996161
452,90818,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006358834917032947
453,90817,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004492847429727444
454,90816,R. TENENTE JOÃO CÍCERO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001414795250066974
455,90815,R. FRANCISCO DA CUNHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00037873157613171795
456,91082,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000030693426266873496
457,91080,AV. BERNARDO VIEIRA DE MELO,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00048561808698681917
458,92788,RESTAURANTE BISTRÔ FUNCIONAL,PEAD,32,COMERCIAL,,0.00003084622586314248
459,92290,R. PASTOR JOSÉ AMARO DA SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0000938510633930165
460,92289,R. LÍBIA CASTRO ASSIS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000009872232624892913
461,92276,R. CARLOS PEREIRA FALCÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003302433965644498
462,92273,EDIF. RENATA DIAS,PEAD,32,RESIDENCIAL,,0.0003243354221296484
463,92271,EDIF. RENATA DIAS,PEAD,32,RESIDENCIAL,,0.000008932047077798012
464,91071,R. DOM JOSÉ LOPES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006801664158389191
465,92785,RESTAURANTE BISTRÔ FUNCIONAL,PEAD,32,COMERCIAL,,0.000046878254617679616
466,91098,AV. BERNARDO VIEIRA DE MELO (RAMAL MARÉ CHEIA),PEAD,110,RESIDENCIAL/COMERCIAL,,0.000008362892602940836
467,91096,AV. BERNARDO VIEIRA DE MELO (RAMAL MARÉ CHEIA),PEAD,110,RESIDENCIAL/COMERCIAL,,0.0008184137044088477
468,91095,AV. AYRTON SENNA DA SILVA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002592755153345568
469,91094,R. ENG. ANTÔNIO JUCÁ,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0009851510167959963
470,91093,AV. BERNARDO VIEIRA DE MELO (RAMAL MARÉ CHEIA),PEAD,110,RESIDENCIAL/COMERCIAL,,0.0011621439489118172
471,91092,AV. BERNARDO VIEIRA DE MELO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0020579339078984063
472,91089,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00034140930120645337
473,90864,R. ANTÔNIO FALCÃO,PEAD,160,RESIDENCIAL/COMERCIAL,,0.0005942056801993638
474,90863,R. ANTÔNIO FALCÃO,PEAD,160,RESIDENCIAL/COMERCIAL,,0.0006236882986014515
475,90192,IND. CERÂMICA BRENNAND,AÇO,3,INDUSTRIAL,,0.003773700093954586
476,90203,RAMAL INDÚSTRIA IASA,AÇO,4,INDUSTRIAL,,0.0005880275199609642
477,90951,VITÓRIA PARK SHOPPING,AÇO,2,INDUSTRIAL,,0.00004161827723488804
478,90948,VITÓRIA PARK SHOPPING,AÇO,4,INDUSTRIAL,,0.00025006163439440283
479,90947,RECAU (MORENO/VITÓRIA/POMBOS),AÇO,4,INDUSTRIAL,,0.009204752035891443
480,91610,DERIVAÇÃO PLÁSTICOS GUARARAPES,AÇO,1,INDUSTRIAL,,0.0003703320275239504
481,91609,TERMOMETAL,AÇO,1,INDUSTRIAL,,0.00026814651126251505
482,91608,PONTEZINHA/PRAZERES,AÇO,6,INDUSTRIAL,,0.0002502691396237259
483,91607,LIDER QUIMICA,AÇO,1,INDUSTRIAL,,0.00023173257657625946
484,91011,R. CARLOS PEREIRA FALCÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00040265123077332213
485,90866,R. ANTÔNIO FALCÃO,PEAD,160,RESIDENCIAL/COMERCIAL,,0.0022813145657547868
486,90860,R. ANTÔNIO FALCÃO,PEAD,160,RESIDENCIAL/COMERCIAL,,0.00012783583823963647
487,90186,RAMAL 395 / SENTIDO ERP-395.1,AÇO,6,INDUSTRIAL,,0.02346439794481313
488,90859,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0016920472496131473
489,90185,RAMAL 395 / SENTIDO ERP-395.1,AÇO,6,INDUSTRIAL,,0.0010344713542005941
490,90858,R. PROF. JOÃO MEDEIROS,PEAD,110,RESIDENCIAL/COMERCIAL,,0.002295912687842428
491,90857,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00009587085789571691
492,90856,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000329354150169915
493,90855,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0009841794577390122
494,90206,R. BARÃO DE MURIBECA-VARZEA,AÇO,6,INDUSTRIAL,,0.008877530784159888
516,90806,R. AVIADOR SEVERIANO LINS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00037644172939482734
517,90805,R. BENVINDA DE FARIAS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0002745036795583123
495,90207,R. MARIA LACERDA-VARZEA,AÇO,6,INDUSTRIAL,,0.020448308487037395
496,91944,AV. REPÚBLICA ÁRABE UNIDA/RUA SANTOS LEITE,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0015035616597415236
497,90204,R. MARIA LACERDA-VARZEA,AÇO,6,INDUSTRIAL,,0.009017326901105155
498,90854,R. MAMANGUAPE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00044817332208206285
499,90852,R. MAMANGUAPE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0025012656199373757
500,90851,R. MAMANGUAPE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0007608821423340971
501,90814,R. FRANCISCO DA CUNHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0002614694999123015
502,90813,R. FRANCISCO DA CUNHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00015339603371744318
503,90812,R. FRANCISCO DA CUNHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00023061354703822639
504,90811,R. FRANCISCO DA CUNHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004962050095581906
505,91929,EDIF. GRAND BEACH,PEAD,32,RESIDENCIAL,,0.00002637212678043603
506,90810,R. FRANCISCO DA CUNHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0012614159167258555
507,90850,R. MAMANGUAPE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00039837966703038663
508,90849,R. MAMANGUAPE,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0003658444553745413
509,90848,R. FRANCISCO DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00044520343578974
510,90847,R. MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010039866939560208
511,90846,R. MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00037019620089337273
512,90844,R. MINISTRO NELSON HUNGRIA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0008984433064178247
513,90809,R. BENVINDA DE FARIAS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005416915310221014
514,90808,EDIF. GOLDEN DAY,PEAD,32,RESIDENCIAL,,0.000048261588960580234
515,90807,R. AVIADOR SEVERIANO LINS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000992294381626834
518,90804,R. AVIADOR SEVERIANO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0019336246690892108
519,90801,R. AVIADOR SEVERIANO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0006290749785126632
520,90466,LE PARC,PEAD,110,RESIDENCIAL,,0.00028591633974881176
521,91761,RAMAL SEDE COPERGÁS,PEAD,32,COMERCIAL,,0.000006545010007631768
522,91759,RAMAL SEDE COPERGÁS,PEAD,32,COMERCIAL,,0.00004746255025807189
523,91758,R. ERNESTO DE PAULA SANTOS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000008154844265833653
524,91757,EDIF. VALDEMAR DE OLIVEIRA,PEAD,32,RESIDENCIAL,,0.00013514365392931714
525,91756,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000017214133989446164
526,90338,P/POSTO TEXACO 5 ESTRELAS,AÇO,2,INDUSTRIAL,,0.002391604779748997
527,90289,EDIF. RAIMUNDO SOARES DE SOUZA,PEAD,32,RESIDENCIAL,,0.0000280908272009758
528,90283,EDIF. PORTO FINO,PEAD,32,RESIDENCIAL,,0.00004257903460471233
529,90280,EDIF. PORTO DOS CORAIS,PEAD,32,RESIDENCIAL,,0.000035359661441271476
530,90843,EDIF. GOLDEN SPACE,PEAD,32,RESIDENCIAL,,0.00009824855153377718
531,92003,AV. PRES. KENNEDY,AÇO,4,INDUSTRIAL,,2.8442925306655783e-8
532,90842,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00021403767690916732
533,90841,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00019072789229794895
534,90840,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0009814420504837813
535,90839,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0007159146067248685
536,90838,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00003982374650515272
537,90837,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0003608707792509314
538,90836,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004445597029899934
539,90835,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0004442567509610329
540,90834,R. DOS NAVEGANTES,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0007499097992682637
541,90833,AV. CONSELHEIRO AGUIAR,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0021880264034218637
542,91941,EDIF. QUARTIER SAINT HONORÉ,PEAD,32,RESIDENCIAL,,0.0000054339850938330705
543,91939,EDIF. QUARTIER SAINT HONORÉ,PEAD,32,RESIDENCIAL,,0.00005033541946780617
544,90832,AV. CONSELHEIRO AGUIAR,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001678127264659032
545,90831,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00008608682904602496
546,91562,EDIF. CASTELLO SAINT ANGELO,PEAD,32,RESIDENCIAL,,0.000029293149933047486
547,91560,R. DES JOÃO PAES,PEAD,32,RESIDENCIAL/COMERCIAL,,0.0010807969800286203
548,91557,HOTEL MARRIOT,PEAD,32,COMERCIAL,,0.0000670667875032046
549,91556,HOTEL MARRIOT,PEAD,32,COMERCIAL,,0.00010383537181081556
550,91555,AV. ENG. DOMINGOS FERREIRA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0015459988669376558
551,90830,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00021311795386792212
552,90829,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00017643568598993485
553,90828,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00023945697915272337
554,90827,R. DONA MARIA CAROLINA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.001240343655512958
555,90826,R. PADRE BERNADINO PESSOA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00020292011987498636
556,90825,R. PADRE BERNADINO PESSOA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0005616890364046475
557,90824,R. PADRE BERNADINO PESSOA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00011929945602477538
558,90823,R. PADRE BERNADINO PESSOA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00015031275717616993
559,90822,R. PADRE BERNADINO PESSOA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00018028627824552654
560,90780,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00016026060241584744
561,90779,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00024153107845127056
562,90778,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00024656761010378493
563,90777,AV. CONSELHEIRO AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0008206457121241977
564,91786,R. AMAZONAS,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0004210893465303103
565,91783,EDIF. MADISON AVENIDA,PEAD,32,RESIDENCIAL,,0.00003724009401169659
566,91132,R. JOSÉ NUNES DA CUNHA,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00046239614263096965
567,90710,P/BARÃO DE SOUZA LEÃO,AÇO,4,INDUSTRIAL,,0.0013900623889228536
568,90709,R. BARÃO DE SOUZA LEÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0015729390695560016
569,90708,AV. VISCONDE DE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.000016171014965053985
570,90707,P/BARÃO SOUZA LEÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.000019994772441815886
571,90705,R. DOS NAVEGANTES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00040277887105644227
572,90704,AV. CONS. AGUIAR,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0006093765192802606
573,90703,R. AQUIDABÃ,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00021111585789080616
574,90706,R. BARÃO DE SOUZA LEÃO,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0010111244841775457
575,90701,R. AQUIDABÃ,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00003381783819229136
576,90700,R. DR. VICENTE GOMES,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00008769322459574627
577,90699,EDIF. CARLA DIAS,PEAD,32,RESIDENCIAL,,0.0005069096541245106
578,90647,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00008734384120245685
579,90644,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00012119638806911697
580,90658,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.00035961302214741894
581,90639,R. SETÚBAL,PEAD,63,RESIDENCIAL/COMERCIAL,,0.0001221438652491397
582,90635,AV. VISCONDE DE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.0005266360760728276
583,90634,AV. VISCONDE DE JEQUITINHONHA,PEAD,110,RESIDENCIAL/COMERCIAL,,0.00034047884970177575
